"","plot","sp_group","coverage","species_id2"
"474","N_LM_2_C","",1,"tätört"
"475","N_LM_2_C","lichen",50,"lichen"
"476","N_LM_2_C","lichen",1,"lichen"
"477","N_LM_2_C","",1,"betula nana"
"478","N_LM_2_C","",1,"odon"
"479","N_LM_2_C","moss and liverwort",35,"moss and liverwort"
"480","N_LM_2_C","moss and liverwort",1,"moss and liverwort"
"481","N_LM_2_C","rock",30,"rock"
"482","N_LM_2_C","",1,"crowberry"
"483","N_LM_2_T","",30,"salix"
"484","N_LM_2_T","",50,"betula nana"
"485","N_LM_2_T","",50,"crowberry"
"486","N_LM_2_T","",10,"fårsvingel"
"487","N_LM_2_T","lichen",5,"lichen"
"488","N_LM_2_T","",1,"equisetum pratense"
"489","N_LM_2_T","lichen",1,"lichen"
"490","N_LM_2_T","moss and liverwort",1,"moss and liverwort"
"491","N_LM_2_T","moss and liverwort",70,"moss and liverwort"
"492","N_LM_2_T","",1,"lingon"
"493","N_LM_2_T","",1,"cloudberry"
"494","N_LM_2_S","",1,"betula nana"
"495","N_LM_2_S","",1,"vanlig styvstarr"
"496","N_LM_2_S","",1,"odon"
"497","N_LM_2_S","",65,"crowberry"
"498","N_LM_2_S","",5,"equisetum pratense"
"499","N_LM_2_S","moss and liverwort",75,"moss and liverwort"
"500","N_LM_2_S","moss and liverwort",1,"moss and liverwort"
"501","N_LM_2_S","lichen",15,"lichen"
"502","N_LM_2_S","lichen",1,"lichen"
"503","N_LM_2_S","",5,"calamagrostis"
"504","N_LM_2_S","",1,"lingon"
"505","N_LM_2_S","",30,"rosling"
"506","N_LM_2_S","",1,"cloudberry"
"507","N_LM_3_C","",1,"lingon"
"508","N_LM_3_C","",1,"odon"
"509","N_LM_3_C","",1,"rosling"
"510","N_LM_3_C","",1,"krypljung"
"511","N_LM_3_C","",1,"cloudberry"
"512","N_LM_3_C","",1,"equisetum pratense"
"513","N_LM_3_C","",1,"unknown"
"514","N_LM_3_C","",1,"calamagrostis"
"515","N_LM_3_C","lichen",1,"lichen"
"516","N_LM_3_C","",1,"fjällgröna"
"517","N_LM_3_C","lichen",75,"lichen"
"518","N_LM_3_C","moss and liverwort",1,"moss and liverwort"
"519","N_LM_3_C","",10,"crowberry"
"520","N_LM_3_S","",90,"crowberry"
"521","N_LM_3_S","",20,"betula nana"
"522","N_LM_3_S","",5,"odon"
"523","N_LM_3_S","",1,"cloudberry"
"524","N_LM_3_S","",5,"salix"
"525","N_LM_3_S","",5,"equisetum pratense"
"526","N_LM_3_S","",1,"fjällgröna"
"527","N_LM_3_S","lichen",1,"lichen"
"528","N_LM_3_S","",1,"björnbrodd"
"529","N_LM_3_S","",1,"lingon"
"530","N_LM_3_S","",1,"calamagrostis"
"531","N_LM_3_S","moss and liverwort",5,"moss and liverwort"
"532","N_LM_3_S","moss and liverwort",1,"moss and liverwort"
"533","N_LM_3_S","",1,"rosling"
"534","N_LM_3_T","",70,"betula nana"
"535","N_LM_3_T","",75,"lingon"
"536","N_LM_3_T","",15,"crowberry"
"537","N_LM_3_T","",5,"equisetum pratense"
"538","N_LM_3_T","lichen",1,"lichen"
"539","N_LM_3_T","",10,"calamagrostis"
"540","N_LM_3_T","moss and liverwort",1,"moss and liverwort"
"541","N_LM_3_T","moss and liverwort",70,"moss and liverwort"
"542","N_LM_3_T","lichen",5,"lichen"
"543","N_LM_3_T","",1,"vanlig styvstarr"
"544","N_L_2_T","",60,"betula nana"
"545","N_L_2_T","",20,"odon"
"546","N_L_2_T","",40,"crowberry"
"547","N_L_2_T","",30,"lingon"
"548","N_L_2_T","moss and liverwort",60,"moss and liverwort"
"549","N_L_2_T","lichen",10,"lichen"
"550","N_L_2_T","lichen",1,"lichen"
"551","N_L_2_T","moss and liverwort",1,"moss and liverwort"
"552","N_L_2_T","",1,"calamagrostis"
"553","N_L_2_S","",40,"ripbär"
"554","N_L_2_S","",10,"odon"
"555","N_L_2_S","",40,"crowberry"
"556","N_L_2_S","",1,"calamagrostis"
"557","N_L_2_S","",1,"betula nana"
"558","N_L_2_S","",1,"rosling"
"559","N_L_2_S","",10,"lingon"
"560","N_L_2_S","lichen",15,"lichen"
"561","N_L_2_S","lichen",1,"lichen"
"562","N_L_2_S","moss and liverwort",1,"moss and liverwort"
"563","N_L_3_T","",50,"betula nana"
"564","N_L_3_T","",75,"crowberry"
"565","N_L_3_T","",25,"odon"
"566","N_L_3_T","",1,"ripbär"
"567","N_L_3_T","lichen",10,"lichen"
"568","N_L_3_T","moss and liverwort",10,"moss and liverwort"
"569","N_L_3_T","lichen",1,"lichen"
"570","N_L_3_T","",10,"lingon"
"571","N_L_3_T","moss and liverwort",1,"moss and liverwort"
"572","N_L_3_T","",1,"calamagrostis"
"573","N_L_3_S","",80,"crowberry"
"574","N_L_3_S","",5,"betula nana"
"575","N_L_3_S","",5,"lingon"
"576","N_L_3_S","",5,"calamagrostis"
"577","N_L_3_S","lichen",1,"lichen"
"578","N_L_3_S","moss and liverwort",1,"moss and liverwort"
"579","N_L_3_S","",1,"odon"
"580","N_L_1_C","lichen",60,"lichen"
"581","N_L_1_C","",15,"crowberry"
"582","N_L_1_C","",5,"lingon"
"583","N_L_1_C","moss and liverwort",10,"moss and liverwort"
"584","N_L_1_C","moss and liverwort",1,"moss and liverwort"
"585","N_L_1_C","lichen",1,"lichen"
"586","N_L_1_C","",10,"calamagrostis"
"587","N_L_1_C","",1,"betula nana"
"588","N_L_2_C","lichen",40,"lichen"
"589","N_L_2_C","",25,"crowberry"
"590","N_L_2_C","",10,"betula nana"
"591","N_L_2_C","",10,"lingon"
"592","N_L_2_C","",1,"equisetum pratense"
"593","N_L_2_C","",1,"calamagrostis"
"594","N_L_2_C","lichen",1,"lichen"
"595","N_L_2_C","",5,"blueberry"
"596","N_L_2_C","moss and liverwort",50,"moss and liverwort"
"597","N_L_2_C","moss and liverwort",1,"moss and liverwort"
"598","N_L_2_C","",5,"krypljung"
"599","N_L_3_C","",20,"crowberry"
"600","N_L_3_C","",20,"lingon"
"601","N_L_3_C","",5,"betula nana"
"602","N_L_3_C","",5,"calamagrostis"
"603","N_L_3_C","lichen",60,"lichen"
"604","N_L_3_C","lichen",1,"lichen"
"605","N_L_3_C","",1,"rosling"
"606","N_L_3_C","moss and liverwort",40,"moss and liverwort"
"607","N_L_3_C","moss and liverwort",1,"moss and liverwort"
"608","N_L_3_C","",1,"odon"
"609","K_LM_1_S","graminoid",5,"kruståtel"
"610","K_LM_1_S","",50,"crowberry"
"611","K_LM_1_S","",5,"blueberry"
"612","K_LM_1_S","",1,"riplummer"
"613","K_LM_1_S","",15,"dvärgvide"
"614","K_LM_1_S","lichen",1,"lichen"
"615","K_LM_1_S","graminoid",1,"klynnetåg"
"616","K_LM_1_S","",1,"lappljung"
"617","K_LM_1_S","moss and liverwort",1,"moss and liverwort"
"618","K_LM_1_S","moss and liverwort",70,"moss and liverwort"
"619","K_LM_3_T","",90,"betula nana"
"620","K_LM_3_T","",35,"crowberry"
"621","K_LM_3_T","",30,"kruståtel"
"622","K_LM_3_T","",35,"lappljung"
"623","K_LM_3_T","",1,"blueberry"
"624","K_LM_3_T","lichen",1,"lichen"
"625","K_LM_3_T","moss and liverwort",85,"moss and liverwort"
"626","K_LM_3_T","",1,"dvärgvide"
"627","K_LM_3_T","moss and liverwort",1,"moss and liverwort"
"628","K_LM_2_S","",1,"vanlig styvstarr"
"629","K_LM_2_S","lichen",1,"lichen"
"630","K_LM_2_S","",60,"blueberry"
"631","K_LM_2_S","",50,"crowberry"
"632","K_LM_2_S","",1,"kruståtel"
"633","K_LM_2_S","",50,"lappljung"
"634","K_LM_2_S","",5,"betula nana"
"635","K_LM_2_S","",1,"lingon"
"636","K_LM_2_S","moss and liverwort",1,"moss and liverwort"
"637","K_LM_2_S","moss and liverwort",90,"moss and liverwort"
"638","K_LM_3_S","",1,"betula nana"
"639","K_LM_3_S","",20,"odon"
"640","K_LM_3_S","",70,"crowberry"
"641","K_LM_3_S","",1,"lingon"
"642","K_LM_3_S","lichen",1,"lichen"
"643","K_LM_3_S","",1,"dvärgvide"
"644","K_LM_3_S","lichen",10,"lichen"
"645","K_LM_3_S","moss and liverwort",1,"moss and liverwort"
"646","K_LM_3_S","moss and liverwort",70,"moss and liverwort"
"647","K_LM_3_C","lichen",60,"lichen"
"648","K_LM_3_C","lichen",1,"lichen"
"649","K_LM_3_C","graminoid",1,"klynnetåg"
"650","K_LM_3_C","",5,"dvärgvide"
"651","K_LM_3_C","",1,"blueberry"
"652","K_LM_3_C","",1,"kruståtel"
"653","K_LM_3_C","moss and liverwort",1,"moss and liverwort"
"654","K_LM_3_C","moss and liverwort",40,"moss and liverwort"
"655","K_LM_3_C","",1,"betula nana"
"656","K_LM_3_C","graminoid",10,"vanlig styvstarr"
"657","K_LM_3_C","",1,"lingon"
"658","K_M_1_S","",1,"betula nana"
"659","K_M_1_S","",85,"crowberry"
"660","K_M_1_S","",5,"ripbär"
"661","K_M_1_S","",1,"lingon"
"662","K_M_1_S","lichen",1,"lichen"
"663","K_M_1_S","lichen",15,"lichen"
"664","K_M_1_S","",1,"odon"
"665","K_M_1_S","",1,"cloudberry"
"666","K_M_1_S","moss and liverwort",1,"moss and liverwort"
"667","K_M_1_S","moss and liverwort",60,"moss and liverwort"
"668","K_M_2_S","",70,"crowberry"
"669","K_M_2_S","",1,"betula nana"
"670","K_M_2_S","",20,"ripbär"
"671","K_M_2_S","",1,"lingon"
"672","K_M_2_S","",1,"cloudberry"
"673","K_M_2_S","lichen",1,"lichen"
"674","K_M_2_S","lichen",25,"lichen"
"675","K_M_2_S","moss and liverwort",1,"moss and liverwort"
"676","K_M_2_S","moss and liverwort",60,"moss and liverwort"
"677","K_M_1_C","moss and liverwort",1,"moss and liverwort"
"678","K_M_1_C","lichen",1,"lichen"
"679","K_M_1_C","lichen",35,"lichen"
"680","K_M_1_C","",1,"lingon"
"681","K_M_1_C","",1,"crowberry"
"682","K_M_1_C","",1,"odon"
"683","K_M_1_C","",1,"betula nana"
"684","K_M_1_C","moss and liverwort",40,"moss and liverwort"
"685","K_M_1_T","",80,"betula nana"
"686","K_M_1_T","",1,"lingon"
"687","K_M_1_T","",15,"crowberry"
"688","K_M_1_T","",1,"cloudberry"
"689","K_M_1_T","lichen",1,"lichen"
"690","K_M_1_T","",1,"odon"
"691","K_M_1_T","",1,"ripbär"
"692","K_M_1_T","lichen",5,"lichen"
"693","K_M_1_T","moss and liverwort",1,"moss and liverwort"
"694","K_M_1_T","moss and liverwort",95,"moss and liverwort"
"695","K_M_3_S","",95,"crowberry"
"696","K_M_3_S","",10,"lingon"
"697","K_M_3_S","",10,"odon"
"698","K_M_3_S","",1,"cloudberry"
"699","K_M_3_S","",1,"ripbär"
"700","K_M_3_S","moss and liverwort",1,"moss and liverwort"
"701","K_M_3_S","lichen",1,"lichen"
"702","K_M_3_S","",1,"betula nana"
"703","K_M_3_S","moss and liverwort",60,"moss and liverwort"
"704","K_M_2_C","lichen",1,"lichen"
"705","K_M_2_C","",5,"lingon"
"706","K_M_2_C","",1,"cloudberry"
"707","K_M_2_C","",1,"odon"
"708","K_M_2_C","",5,"betula nana"
"709","K_M_2_C","",5,"crowberry"
"710","K_M_2_C","lichen",60,"lichen"
"711","K_M_2_C","",1,"ripbär"
"712","K_M_2_C","moss and liverwort",1,"moss and liverwort"
"713","K_M_2_C","moss and liverwort",40,"moss and liverwort"
"714","K_M_2_T","",60,"betula nana"
"715","K_M_2_T","",60,"crowberry"
"716","K_M_2_T","",40,"lingon"
"717","K_M_2_T","",20,"cloudberry"
"718","K_M_2_T","lichen",1,"lichen"
"719","K_M_2_T","lichen",10,"lichen"
"720","K_M_2_T","",1,"odon"
"721","K_M_2_T","",1,"ripbär"
"722","K_M_2_T","moss and liverwort",1,"moss and liverwort"
"723","K_M_2_T","moss and liverwort",70,"moss and liverwort"
"724","K_M_3_T","",85,"betula nana"
"725","K_M_3_T","",30,"lingon"
"726","K_M_3_T","lichen",1,"lichen"
"727","K_M_3_T","",1,"cloudberry"
"728","K_M_3_T","",1,"crowberry"
"729","K_M_3_T","lichen",15,"lichen"
"730","K_M_3_T","moss and liverwort",1,"moss and liverwort"
"731","K_M_3_T","moss and liverwort",95,"moss and liverwort"
"732","K_M_3_C","lichen",1,"lichen"
"733","K_M_3_C","lichen",80,"lichen"
"734","K_M_3_C","",10,"ripbär"
"735","K_M_3_C","",10,"lingon"
"736","K_M_3_C","",5,"betula nana"
"737","K_M_3_C","",5,"crowberry"
"738","K_M_3_C","",1,"odon"
"739","K_M_3_C","",1,"cloudberry"
"740","K_M_3_C","moss and liverwort",1,"moss and liverwort"
"741","K_MH_1_S","",90,"crowberry"
"742","K_MH_1_S","",15,"betula nana"
"743","K_MH_1_S","lichen",1,"lichen"
"744","K_MH_1_S","",10,"odon"
"745","K_MH_1_S","moss and liverwort",1,"moss and liverwort"
"746","K_MH_1_S","lichen",20,"lichen"
"747","K_MH_1_S","",1,"cloudberry"
"748","K_MH_1_S","",1,"dvärgvide"
"749","K_MH_1_S","",1,"lingon"
"750","K_MH_1_S","moss and liverwort",75,"moss and liverwort"
"751","K_MH_1_T","",75,"betula nana"
"752","K_MH_1_T","",10,"hönsbär"
"753","K_MH_1_T","",60,"crowberry"
"754","K_MH_1_T","",10,"lingon"
"755","K_MH_1_T","lichen",1,"lichen"
"756","K_MH_1_T","",1,"cloudberry"
"757","K_MH_1_T","",1,"odon"
"758","K_MH_1_T","moss and liverwort",90,"moss and liverwort"
"759","K_MH_1_T","moss and liverwort",1,"moss and liverwort"
"760","K_MH_1_C","",10,"crowberry"
"761","K_MH_1_C","",1,"lingon"
"762","K_MH_1_C","",10,"betula nana"
"763","K_MH_1_C","lichen",1,"lichen"
"764","K_MH_1_C","",5,"odon"
"765","K_MH_1_C","",1,"krypljung"
"766","K_MH_1_C","lichen",35,"lichen"
"767","K_MH_1_C","",1,"fjällgröna"
"768","K_MH_1_C","moss and liverwort",1,"moss and liverwort"
"769","K_MH_1_C","moss and liverwort",40,"moss and liverwort"
"770","K_MH_1_C","",1,"dvärgvide"
"771","K_MH_2_C","",5,"betula nana"
"772","K_MH_2_C","",10,"crowberry"
"773","K_MH_2_C","",5,"ripbär"
"774","K_MH_2_C","",5,"lingon"
"775","K_MH_2_C","lichen",60,"lichen"
"776","K_MH_2_C","",1,"dvärgvide"
"777","K_MH_2_C","lichen",1,"lichen"
"778","K_MH_2_C","",10,"odon"
"779","K_MH_2_C","",1,"krypljung"
"780","K_MH_2_C","moss and liverwort",60,"moss and liverwort"
"781","K_MH_2_C","moss and liverwort",1,"moss and liverwort"
"782","K_MH_2_S","",90,"crowberry"
"783","K_MH_2_S","",15,"betula nana"
"784","K_MH_2_S","",5,"cloudberry"
"785","K_MH_2_S","lichen",1,"lichen"
"786","K_MH_2_S","",10,"odon"
"787","K_MH_2_S","",5,"lingon"
"788","K_MH_2_S","moss and liverwort",80,"moss and liverwort"
"789","K_MH_2_S","moss and liverwort",1,"moss and liverwort"
"790","K_MH_2_T","",85,"betula nana"
"791","K_MH_2_T","",20,"lingon"
"792","K_MH_2_T","",70,"crowberry"
"793","K_MH_2_T","lichen",1,"lichen"
"794","K_MH_2_T","",1,"cloudberry"
"795","K_MH_2_T","",5,"odon"
"796","K_MH_2_T","moss and liverwort",1,"moss and liverwort"
"797","K_MH_2_T","moss and liverwort",60,"moss and liverwort"
"798","K_MH_2_T","lichen",5,"lichen"
"799","K_MH_2_T","",1,"calamagrostis"
"800","K_MH_3_C","",10,"crowberry"
"801","K_MH_3_C","",1,"vanlig styvstarr"
"802","K_MH_3_C","lichen",1,"lichen"
"803","K_MH_3_C","",1,"odon"
"804","K_MH_3_C","",1,"lingon"
"805","K_MH_3_C","",1,"ripbär"
"806","K_MH_3_C","moss and liverwort",1,"moss and liverwort"
"807","K_MH_3_C","lichen",60,"lichen"
"808","K_MH_3_C","",1,"betula nana"
"809","K_MH_3_C","moss and liverwort",60,"moss and liverwort"
"810","K_MH_3_T","",70,"betula nana"
"811","K_MH_3_T","",5,"vanlig styvstarr"
"812","K_MH_3_T","",80,"lingon"
"813","K_MH_3_T","lichen",5,"lichen"
"814","K_MH_3_T","lichen",1,"lichen"
"815","K_MH_3_T","moss and liverwort",1,"moss and liverwort"
"816","K_MH_3_T","moss and liverwort",60,"moss and liverwort"
"817","K_L_1_C","moss and liverwort",20,"moss and liverwort"
"818","K_L_1_C","lichen",70,"lichen"
"819","K_L_1_C","lichen",1,"lichen"
"820","K_L_1_C","",1,"odon"
"821","K_L_1_C","",1,"lingon"
"822","K_L_1_C","",1,"crowberry"
"823","K_L_1_C","",1,"betula nana"
"824","K_L_1_C","moss and liverwort",1,"moss and liverwort"
"825","K_L_2_C","moss and liverwort",60,"moss and liverwort"
"826","K_L_2_C","moss and liverwort",1,"moss and liverwort"
"827","K_L_2_C","lichen",35,"lichen"
"828","K_L_2_C","lichen",1,"lichen"
"829","K_L_2_C","",1,"crowberry"
"830","K_L_2_C","",20,"betula nana"
"831","K_L_2_C","",1,"lingon"
"832","K_L_2_C","",1,"odon"
"833","K_L_2_C","",1,"vanlig styvstarr"
"834","K_L_1_T","",80,"betula nana"
"835","K_L_1_T","",1,"lingon"
"836","K_L_1_T","",1,"crowberry"
"837","K_L_1_T","lichen",5,"lichen"
"838","K_L_1_T","",1,"ripbär"
"839","K_L_1_T","lichen",1,"lichen"
"840","K_L_1_T","moss and liverwort",90,"moss and liverwort"
"841","K_L_1_T","moss and liverwort",1,"moss and liverwort"
"842","K_L_2_T","lichen",1,"lichen"
"843","K_L_2_T","moss and liverwort",80,"moss and liverwort"
"844","K_L_2_T","moss and liverwort",1,"moss and liverwort"
"845","K_L_2_T","",30,"lingon"
"846","K_L_2_T","",70,"betula nana"
"847","K_L_2_T","",1,"crowberry"
"848","K_L_3_T","",60,"betula nana"
"849","K_L_3_T","",15,"lingon"
"850","K_L_3_T","",50,"crowberry"
"851","K_L_3_T","lichen",1,"lichen"
"852","K_L_3_T","",1,"vanlig styvstarr"
"853","K_L_3_T","moss and liverwort",30,"moss and liverwort"
"854","K_L_3_T","moss and liverwort",1,"moss and liverwort"
"855","K_L_1_S","",60,"crowberry"
"856","K_L_1_S","",1,"lingon"
"857","K_L_1_S","",1,"odon"
"858","K_L_1_S","",1,"betula nana"
"859","K_L_1_S","lichen",10,"lichen"
"860","K_L_1_S","moss and liverwort",50,"moss and liverwort"
"861","K_L_1_S","moss and liverwort",1,"moss and liverwort"
"862","K_L_1_S","lichen",1,"lichen"
"863","K_L_1_S","",1,"vanlig styvstarr"
"864","K_L_3_C","",10,"crowberry"
"865","K_L_3_C","",1,"odon"
"866","K_L_3_C","",1,"lingon"
"867","K_L_3_C","",1,"vanlig styvstarr"
"868","K_L_3_C","lichen",80,"lichen"
"869","K_L_3_C","lichen",1,"lichen"
"870","K_L_3_C","moss and liverwort",15,"moss and liverwort"
"871","K_L_3_C","moss and liverwort",1,"moss and liverwort"
"872","K_L_2_S","",25,"crowberry"
"873","K_L_2_S","",25,"blueberry"
"874","K_L_2_S","",1,"lingon"
"875","K_L_2_S","",10,"odon"
"876","K_L_2_S","lichen",15,"lichen"
"877","K_L_2_S","moss and liverwort",50,"moss and liverwort"
"878","K_L_2_S","lichen",1,"lichen"
"879","K_L_2_S","",1,"vanlig styvstarr"
"880","K_L_2_S","",1,"betula nana"
"881","K_L_2_S","moss and liverwort",1,"moss and liverwort"
"882","K_L_3_S","",1,"kruståtel"
"883","K_L_3_S","",1,"vanlig styvstarr"
"884","K_L_3_S","",30,"blueberry"
"885","K_L_3_S","",50,"crowberry"
"886","K_L_3_S","",20,"odon"
"887","K_L_3_S","lichen",15,"lichen"
"888","K_L_3_S","lichen",1,"lichen"
"889","K_L_3_S","moss and liverwort",80,"moss and liverwort"
"890","K_L_3_S","",1,"dvärgvide"
"891","K_L_3_S","",1,"lingon"
"892","K_L_3_S","moss and liverwort",1,"moss and liverwort"
"893","K_LM_1_T","",75,"betula nana"
"894","K_LM_1_T","",5,"crowberry"
"895","K_LM_1_T","",1,"lingon"
"896","K_LM_1_T","",1,"kruståtel"
"897","K_LM_1_T","lichen",1,"lichen"
"898","K_LM_1_T","",1,"blueberry"
"899","K_LM_1_T","",1,"dvärgvide"
"900","K_LM_1_T","moss and liverwort",90,"moss and liverwort"
"901","K_LM_1_T","moss and liverwort",1,"moss and liverwort"
"902","K_LM_1_T","",1,"lappljung"
"903","K_LM_1_C","",1,"kruståtel"
"904","K_LM_1_C","",10,"lappljung"
"905","K_LM_1_C","",1,"blueberry"
"906","K_LM_1_C","",1,"dvärgvide"
"907","K_LM_1_C","lichen",40,"lichen"
"908","K_LM_1_C","",1,"crowberry"
"909","K_LM_1_C","",1,"betula nana"
"910","K_LM_1_C","lichen",1,"lichen"
"911","K_LM_1_C","",1,"mossljung"
"912","K_LM_1_C","moss and liverwort",40,"moss and liverwort"
"913","K_LM_1_C","moss and liverwort",1,"moss and liverwort"
"914","K_LM_2_C","",1,"lappljung"
"915","K_LM_2_C","",1,"crowberry"
"916","K_LM_2_C","",10,"mossljung"
"917","K_LM_2_C","",10,"dvärgvide"
"918","K_LM_2_C","lichen",1,"lichen"
"919","K_LM_2_C","",1,"blueberry"
"920","K_LM_2_C","",1,"spira"
"921","K_LM_2_C","moss and liverwort",90,"moss and liverwort"
"922","K_LM_2_C","moss and liverwort",1,"moss and liverwort"
"923","K_LM_2_C","",1,"kruståtel"
"924","K_LM_2_C","",1,"krypljung"
"925","K_LM_2_T","lichen",1,"lichen"
"926","K_LM_2_T","",80,"betula nana"
"927","K_LM_2_T","",1,"lappljung"
"928","K_LM_2_T","",1,"klynnetåg"
"929","K_LM_2_T","",1,"blueberry"
"930","K_LM_2_T","",1,"kruståtel"
"931","K_LM_2_T","",1,"mossljung"
"932","K_LM_2_T","",1,"dvärgvide"
"933","K_LM_2_T","",1,"crowberry"
"934","K_LM_2_T","moss and liverwort",75,"moss and liverwort"
"935","K_LM_2_T","moss and liverwort",1,"moss and liverwort"
"936","K_LM_2_T","",1,"krypljung"
